央视卫视HD,#genre#
值得一看！You-jump，I-jump！,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy21059592
SM超级偶像联赛-希澈与你在一起,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy660273
SM超级偶像联赛-希澈与你在一起,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy660273
【回放】SJ-银赫-心心念念不说再见,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy660274
【回放】SJ-银赫-心心念念不说再见,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy660274
欢迎来到舒克影视梗的直播间,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy24517063
欢迎来到舒克影视梗的直播间,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy24517063
这是二战时期的一个真实故事《浴血华沙》，他会告诉你战争的残酷！,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy24531751
这是二战时期的一个真实故事《浴血华沙》，他会告诉你战争的残酷！,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy24531751
【回放】SM超级偶像联赛-世勋与你在一起,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy660205
【回放】SM超级偶像联赛-世勋与你在一起,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy660205
欢迎大家来到我的直播间,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy24592574
欢迎大家来到我的直播间,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy24592574
欢迎来到我的直播间,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy24648680
欢迎来到我的直播间,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy24648680
花样制作美食,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy24596497
花样制作美食,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy24596497
欢迎大家来看我的直播间,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy24578055
欢迎大家来看我的直播间,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy24578055
R1SE少年_收官之战,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy687723
R1SE少年_收官之战,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy687723
【清酒电影】房东留下神奇冰箱，竟在冰箱中找到猛犸象化石,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy23058985
【清酒电影】房东留下神奇冰箱，竟在冰箱中找到猛犸象化石,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy23058985
你最喜欢哪位网红女神呢，快召唤出来,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy24529903
你最喜欢哪位网红女神呢，快召唤出来,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy24529903
艺起声乐欢迎你,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy24481225
艺起声乐欢迎你,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy24481225
小萌先生欢迎你,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy24481139
小萌先生欢迎你,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy24481139
欢迎来到校长谈恋爱的直播间,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy17980620
欢迎来到校长谈恋爱的直播间,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy17980620
Vlog日记,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy24724595
Vlog日记,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy24724595
带你吃遍美食,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy16846241
带你吃遍美食,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy16846241
蒙上你的眼--只要看到它就会丢命！（2）,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy24152470
蒙上你的眼--只要看到它就会丢命！（2）,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy24152470
【回放】-WayV-刘扬扬御风少年,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy660476
【回放】-WayV-刘扬扬御风少年,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy660476
黄金搭档-双炫登场,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy660279
黄金搭档-双炫登场,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy660279
R1SE-何洛洛-就要掷地有声的推塔,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy532671
R1SE-何洛洛-就要掷地有声的推塔,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy532671
【直播回放】风华绝代的石榴姐苑琼丹来虎牙啦	,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy21241777
【直播回放】风华绝代的石榴姐苑琼丹来虎牙啦	,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy21241777
一遇帅哥误终身《长白太岁》虐心,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy24332775
一遇帅哥误终身《长白太岁》虐心,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy24332775
欢迎来到我的直播间,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy24648646
欢迎来到我的直播间,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy24648646
【霹雳爷们儿】《表面兄弟之台湾行》12,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy874274
【霹雳爷们儿】《表面兄弟之台湾行》12,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy874274

虎牙,#genre#
【周星星】星爷经典不间断,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy11342412
【周星星】星爷经典不间断,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy11342412
【沈腾合集】笑就完事儿了,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy11601968
【沈腾合集】笑就完事儿了,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy11601968
陈翔六点半·更新到301集了,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy11274154
陈翔六点半·更新到301集了,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy11274154
港剧经典：成奎安喜剧合集,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy11352965
港剧经典：成奎安喜剧合集,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy11352965
林正英的最后一部《新僵尸先生》，后人再想超越，难得很!,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy13303478
林正英的最后一部《新僵尸先生》，后人再想超越，难得很!,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy13303478
英叔护体-|-林正英搞笑僵尸系列,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy11342421
英叔护体-|-林正英搞笑僵尸系列,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy11342421
这才是真正的女子格斗，手持偃月刀，出手狠辣不死不休,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy16741179
这才是真正的女子格斗，手持偃月刀，出手狠辣不死不休,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy16741179
大家好-我曾小咸又回来啦,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy11336726
大家好-我曾小咸又回来啦,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy11336726
布衣结交天子古今一人,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy11342432
布衣结交天子古今一人,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy11342432
胜天半子祁同伟	,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy11342425
胜天半子祁同伟	,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy11342425
铁齿铜ya纪晓岚-经典铁三角组合,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy11342396
铁齿铜ya纪晓岚-经典铁三角组合,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy11342396
滚滚长江东逝水,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy11352944
滚滚长江东逝水,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy11352944
【黑帮大片】山鸡哥重现江湖	,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy11336719
【黑帮大片】山鸡哥重现江湖	,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy11336719
成龙经典武打动作片,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy11342386
成龙经典武打动作片,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy11342386
港剧最佳拍档-|-许冠英合集,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy11601972
港剧最佳拍档-|-许冠英合集,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy11601972
新水hu·在下正是西公子！,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy11342384
新水hu·在下正是西公子！,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy11342384
李连杰系列-武打高产王,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy11342390
李连杰系列-武打高产王,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy11342390
少年包青天美黑之旅	,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy11342393
少年包青天美黑之旅	,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy11342393
晓组织每位成员在公司都是什么职位？究极风暴！,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy20236200
晓组织每位成员在公司都是什么职位？究极风暴！,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy20236200
更新：真狠！挖到金矿却被放冷枪,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy16028551
更新：真狠！挖到金矿却被放冷枪,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy16028551
【我是特种兵】已更新,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy11342385
【我是特种兵】已更新,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy11342385
【猫和老鼠】汤姆和杰瑞的故事,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy11352879
【猫和老鼠】汤姆和杰瑞的故事,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy11352879
【女神系列】邱淑贞-王祖贤-张曼玉	,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy11336571
【女神系列】邱淑贞-王祖贤-张曼玉	,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy11336571
绝地逃亡·成龙出击！,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy880261
绝地逃亡·成龙出击！,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy880261
【斌哥】回顾《圣斗士星矢》（十）,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy18632116
【斌哥】回顾《圣斗士星矢》（十）,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy18632116
黄金配角-|-达叔永远的经典,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy11336592
黄金配角-|-达叔永远的经典,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy11336592
主播换号了！请关注房间号：23728689,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy11342404
主播换号了！请关注房间号：23728689,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy11342404
夏雪夏雨夏冰雹,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy11352872
夏雪夏雨夏冰雹,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy11352872
网球王子·费德勒看了想打人	,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy11352882
网球王子·费德勒看了想打人	,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy11352882
路飞带领大家向顶上前进,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy16913382
路飞带领大家向顶上前进,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy16913382
好春光，不如梦一场,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy11352936
好春光，不如梦一场,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy11352936
快le加一点糖就很甜,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy11601961
快le加一点糖就很甜,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy11601961
通讯班快集合·开炮啦,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy11342434
通讯班快集合·开炮啦,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy11342434
我就问你这瓜保熟吗,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy11601970
我就问你这瓜保熟吗,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy11601970
许三多军营成长史,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy11342430
许三多军营成长史,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy11342430
六大门派围攻光明顶·马甲掉了,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy11342403
六大门派围攻光明顶·马甲掉了,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy11342403
康熙·民间私访,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy11342418
康熙·民间私访,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy11342418
龙men·不盈利三金愁煞头,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy11352874
龙men·不盈利三金愁煞头,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy11352874
经典的破案片以及火花四射的爱情,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy11336578
经典的破案片以及火花四射的爱情,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy11336578
美剧《越狱》第七集，在费尔南多的努力下，打通了通往下水道的洞,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy20488841
美剧《越狱》第七集，在费尔南多的努力下，打通了通往下水道的洞,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy20488841
雍正皇帝的风云一生,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy11342439
雍正皇帝的风云一生,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy11342439
搞笑恐怖类-弹幕护体,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy11601960
搞笑恐怖类-弹幕护体,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy11601960
相识、相知、相爱、相守的父母爱情,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy11602071
相识、相知、相爱、相守的父母爱情,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy11602071
刑侦五探破悬案,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy11601957
刑侦五探破悬案,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy11601957
真实事件改编电影，银行大劫案,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy16144175
真实事件改编电影，银行大劫案,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy16144175
周润发电影-小马哥归来	,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy11342387
周润发电影-小马哥归来	,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy11342387
这些都是高智商的罪犯,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy11352962
这些都是高智商的罪犯,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy11352962
【经典】桃园结义三兄弟	,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy11602081
【经典】桃园结义三兄弟	,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy11602081
刘德华电影_经典系列,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy11342424
刘德华电影_经典系列,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy11342424
海外喜剧.让你捧腹大笑,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy11352890
海外喜剧.让你捧腹大笑,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy11352890
破chan姐妹搞笑都市生活,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy11342417
破chan姐妹搞笑都市生活,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy11342417
Han国高分动作片-刺激过瘾,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy11352884
Han国高分动作片-刺激过瘾,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy11352884
在悬疑案件中chou丝剥茧,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy11342398
在悬疑案件中chou丝剥茧,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy11342398
【欢le颂】22楼姐妹花,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy11601979
【欢le颂】22楼姐妹花,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy11601979
歪果仁的爆笑大片-笑就完事,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy11601977
歪果仁的爆笑大片-笑就完事,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy11601977
春晚相声小品合集·有意思！,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy11336593
春晚相声小品合集·有意思！,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy11336593
速看科幻片《未来水世界》,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy15152155
速看科幻片《未来水世界》,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy15152155
各国赌片-搏一搏单车变摩托,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy11342399
各国赌片-搏一搏单车变摩托,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy11342399
历年贺岁档-笑就完事儿了,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy11601986
历年贺岁档-笑就完事儿了,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy11601986
一代强秦崛起之路,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy11602074
一代强秦崛起之路,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy11602074
康熙大帝的传奇一生,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy11352940
康熙大帝的传奇一生,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy11352940
神医必备-红烧狮子头,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy11601978
神医必备-红烧狮子头,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy11601978
鹿d记·新版韦小宝你怎么看？,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy11352920
鹿d记·新版韦小宝你怎么看？,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy11352920
看颜王如何在新欢旧爱中选择,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy11352910
看颜王如何在新欢旧爱中选择,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy11352910
冲冲冲！给lao子上,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy11342392
冲冲冲！给lao子上,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy11342392
玄幻专场·国产特效大制作,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy11352973
玄幻专场·国产特效大制作,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy11352973
【五福星】每天都要快乐哦,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy11282233
【五福星】每天都要快乐哦,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy11282233
【邻li一家亲】满院白眼狼,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy11342426
【邻li一家亲】满院白眼狼,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy11342426
刘恺威牵手丫丫上演民国剧,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy11352905
刘恺威牵手丫丫上演民国剧,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy11352905
狄仁杰：元芳-你怎么看？	,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy11352958
狄仁杰：元芳-你怎么看？	,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy11352958
国产悬疑精选·智商在线,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy11342395
国产悬疑精选·智商在线,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy11342395
成龍历险记·社会我阿福乌鸦坐飞机	,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy11352946
成龍历险记·社会我阿福乌鸦坐飞机	,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy11352946
群雄逐鹿，窃符救赵,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy11342415
群雄逐鹿，窃符救赵,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy11342415
背井离乡闯关东,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy11342394
背井离乡闯关东,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy11342394
邱淑贞太好看了吧❤,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy11352949
邱淑贞太好看了吧❤,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy11352949
老梁说世界,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy11342437
老梁说世界,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy11342437
古墓系列·去冒险吧！,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy11352913
古墓系列·去冒险吧！,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy11352913
天地玄黄-天下第一,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy11602042
天地玄黄-天下第一,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy11602042
吃年夜饭看美食电影,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy11602082
吃年夜饭看美食电影,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy11602082
美食纪录片·饿了吗？,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy11352955
美食纪录片·饿了吗？,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy11352955
【岳云鹏、贾玲等】相声小品-搞笑总动员,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy11352907
【岳云鹏、贾玲等】相声小品-搞笑总动员,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy11352907
王晶首次执导的玄幻武侠剧,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy11602031
王晶首次执导的玄幻武侠剧,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy11602031
【法yi秦明】大热的法医刑侦剧,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy11352950
【法yi秦明】大热的法医刑侦剧,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy11352950
冲啊！四驱兄弟-嘴控大战	,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy11352922
冲啊！四驱兄弟-嘴控大战	,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy11352922
王艳的孙蝶真的好美！,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy11342420
王艳的孙蝶真的好美！,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy11342420
葛二蛋成长之路,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy11602072
葛二蛋成长之路,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy11602072
yi馆笑传-oh天长地久,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy11352891
yi馆笑传-oh天长地久,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy11352891
【超级交通站】抗ri情景喜剧,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy11342433
【超级交通站】抗ri情景喜剧,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy11342433
平平无奇古天乐：魅力古铜色,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy11602041
平平无奇古天乐：魅力古铜色,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy11602041
【我de团长我的团】超燃抗战,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy11342416
【我de团长我的团】超燃抗战,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy11342416
喜剧专场-看喜剧笑一笑吧,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy11352894
喜剧专场-看喜剧笑一笑吧,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy11352894
收手吧!阿祖：卧底&警察的故事,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy11279251
收手吧!阿祖：卧底&警察的故事,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy11279251
点进来看看！无厘头爆笑喜剧,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy11352892
点进来看看！无厘头爆笑喜剧,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy11352892
快意江湖：金庸的武侠世界,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy11342435
快意江湖：金庸的武侠世界,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy11342435
武侠动作·帅到飞起,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy11352897
武侠动作·帅到飞起,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy11352897
胡八一胖子沙漠古城找鬼洞,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy11352871
胡八一胖子沙漠古城找鬼洞,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy11352871
甄子丹-我要打十个,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy11352935
甄子丹-我要打十个,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy11352935
国产悬疑精品-后脑勺发凉,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy11352956
国产悬疑精品-后脑勺发凉,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy11352956
-男儿的本色是什么shai,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy11352893
-男儿的本色是什么shai,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy11352893
《jiang夜》终将至，花开彼岸天,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy11352885
《jiang夜》终将至，花开彼岸天,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy11352885
五一爆笑大片-解压解压,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy11352954
五一爆笑大片-解压解压,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy11352954
【中华小当家】看的我口水直流～,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy11342413
【中华小当家】看的我口水直流～,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy11342413
张译把一个有血有肉的陈江河演活了！,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy11352918
张译把一个有血有肉的陈江河演活了！,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy11352918
武神赵子龙的传奇一生,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy11601962
武神赵子龙的传奇一生,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy11601962
今晚80后脱口秀069水货,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy11352961
今晚80后脱口秀069水货,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy11352961
徐峥合集·笑一个呗,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy11602043
徐峥合集·笑一个呗,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy11602043
【喜剧专场】我们一起找乐子,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy11602044
【喜剧专场】我们一起找乐子,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy11602044
【警匪】不会当卧底的警察不是好卧底,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy11352886
【警匪】不会当卧底的警察不是好卧底,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy11352886
玄幻剧场·体验另一种生活！,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy11342414
玄幻剧场·体验另一种生活！,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy11342414
你怎么看待六子哥,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy11602086
你怎么看待六子哥,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy11602086
【许氏三杰】快来-就差你了,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy11602033
【许氏三杰】快来-就差你了,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy11602033
圣斗士李世民,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy11336572
圣斗士李世民,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy11336572
4月1日，一起重温哥哥经典电影,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy11352878
4月1日，一起重温哥哥经典电影,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy11352878
人鬼情未了·深深羁绊,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy11352880
人鬼情未了·深深羁绊,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy11352880
勇敢的xin-千秋家国血未冷,http://49.232.143.177:80/yt.php?l=0&type=play&id=hy11602037
勇敢的xin-千秋家国血未冷,http://49.232.143.177:80/yt.php?l=1&type=play&id=hy11602037
